Size_KB,Build_Time_Sec,Search_Time_Sec
100,0.0462949275970459,0.001318016767501831
500,0.24169373512268066,0.007920133590698241
1000,0.5025448799133301,0.017735430240631102
2500,1.5399298667907715,0.04261068153381348
5000,2.936305284500122,0.08560955238342285
